timestamp,meter_id,consumption_kwh,temperature_c,is_weekend
2024-01-06 04:00:00,METER_001,21.21,21.8,True
2024-01-06 05:00:00,METER_001,19.07,26.6,True
2024-01-06 06:00:00,METER_001,22.91,28.3,True
2024-01-06 07:00:00,METER_001,23.59,26.3,True
2024-01-06 08:00:00,METER_001,21.36,24.2,True
2024-01-06 09:00:00,METER_001,20.57,27.7,True
2024-01-06 10:00:00,METER_001,22.14,28.8,True
2024-01-06 11:00:00,METER_001,19.76,24.7,True
2024-01-06 12:00:00,METER_001,19.48,28.9,True
2024-01-06 13:00:00,METER_001,13.33,27.4,True
2024-01-06 14:00:00,METER_001,13.78,27.1,True
2024-01-06 15:00:00,METER_001,11.52,22.9,True
2024-01-06 16:00:00,METER_001,12.87,29.1,True
2024-01-06 17:00:00,METER_001,13.6,24.3,True
2024-01-06 18:00:00,METER_001,12.11,27.3,True
2024-01-06 19:00:00,METER_001,12.41,24.8,True
2024-01-06 20:00:00,METER_001,7.2,25.3,True
2024-01-06 21:00:00,METER_001,12.8,27.0,True
2024-01-06 22:00:00,METER_001,11.86,27.3,True
2024-01-06 23:00:00,METER_001,12.54,23.6,True
2024-01-07 00:00:00,METER_001,16.35,25.1,True
2024-01-07 01:00:00,METER_001,19.34,28.2,True
2024-01-07 02:00:00,METER_001,16.24,25.3,True
2024-01-07 03:00:00,METER_001,20.33,26.4,True
2024-01-07 04:00:00,METER_001,17.89,26.7,True
2024-01-07 05:00:00,METER_001,20.16,26.2,True
2024-01-07 06:00:00,METER_001,20.53,23.9,True
2024-01-07 07:00:00,METER_001,20.33,27.0,True
2024-01-07 08:00:00,METER_001,20.68,33.6,True
2024-01-07 09:00:00,METER_001,20.56,26.0,True
2024-01-07 10:00:00,METER_001,16.39,24.4,True
2024-01-07 11:00:00,METER_001,20.62,27.5,True
2024-01-07 12:00:00,METER_001,18.89,24.5,True
2024-01-07 13:00:00,METER_001,13.81,26.4,True
2024-01-07 14:00:00,METER_001,10.37,26.5,True
2024-01-07 15:00:00,METER_001,14.82,28.7,True
2024-01-07 16:00:00,METER_001,12.35,27.4,True
2024-01-07 17:00:00,METER_001,8.02,26.6,True
2024-01-07 18:00:00,METER_001,11.27,25.9,True
2024-01-07 19:00:00,METER_001,14.75,27.2,True
2024-01-07 20:00:00,METER_001,10.3,27.8,True
2024-01-07 21:00:00,METER_001,6.93,21.8,True
2024-01-07 22:00:00,METER_001,14.41,25.9,True
2024-01-07 23:00:00,METER_001,12.37,29.9,True
2024-01-08 00:00:00,METER_001,15.01,23.5,False
2024-01-08 01:00:00,METER_001,19.94,30.2,False
2024-01-08 02:00:00,METER_001,21.15,24.5,False
2024-01-08 03:00:00,METER_001,16.68,26.5,False
2024-01-08 04:00:00,METER_001,21.95,25.9,False
2024-01-08 05:00:00,METER_001,23.45,28.2,False
2024-01-08 06:00:00,METER_001,22.55,27.0,False
2024-01-08 07:00:00,METER_001,19.15,24.1,False
2024-01-08 08:00:00,METER_001,19.03,25.5,False
2024-01-08 09:00:00,METER_001,18.41,26.3,False
2024-01-08 10:00:00,METER_001,18.08,23.0,False
2024-01-08 11:00:00,METER_001,16.78,28.2,False
2024-01-08 12:00:00,METER_001,16.58,28.4,False
2024-01-08 13:00:00,METER_001,14.1,24.7,False
2024-01-08 14:00:00,METER_001,15.24,27.9,False
2024-01-08 15:00:00,METER_001,8.28,26.2,False
2024-01-08 16:00:00,METER_001,11.3,27.7,False
2024-01-08 17:00:00,METER_001,9.37,27.4,False
2024-01-08 18:00:00,METER_001,8.49,26.3,False
2024-01-08 19:00:00,METER_001,13.14,26.6,False
2024-01-08 20:00:00,METER_001,11.14,27.9,False
2024-01-08 21:00:00,METER_001,10.28,26.4,False
2024-01-08 22:00:00,METER_001,11.31,30.1,False
2024-01-08 23:00:00,METER_001,17.27,25.8,False
2024-01-09 00:00:00,METER_001,17.74,25.2,False
2024-01-09 01:00:00,METER_001,15.35,27.8,False
2024-01-09 02:00:00,METER_001,20.76,25.6,False
2024-01-09 03:00:00,METER_001,23.1,22.0,False
2024-01-09 04:00:00,METER_001,22.83,28.7,False
2024-01-09 05:00:00,METER_001,20.06,29.1,False
2024-01-09 06:00:00,METER_001,23.2,27.7,False
2024-01-09 07:00:00,METER_001,21.83,26.3,False
2024-01-09 08:00:00,METER_001,26.5,24.6,False
2024-01-09 09:00:00,METER_001,23.85,27.4,False
2024-01-09 10:00:00,METER_001,16.9,27.7,False
2024-01-09 11:00:00,METER_001,19.61,24.7,False
2024-01-09 12:00:00,METER_001,16.42,26.0,False
2024-01-09 13:00:00,METER_001,13.7,24.7,False
2024-01-09 14:00:00,METER_001,13.51,24.2,False
2024-01-09 15:00:00,METER_001,14.56,23.4,False
2024-01-09 16:00:00,METER_001,11.73,27.1,False
2024-01-09 17:00:00,METER_001,15.09,25.0,False
2024-01-09 18:00:00,METER_001,12.45,26.2,False
2024-01-09 19:00:00,METER_001,10.12,25.8,False
2024-01-09 20:00:00,METER_001,12.91,25.0,False
2024-01-09 21:00:00,METER_001,12.3,26.1,False
2024-01-09 22:00:00,METER_001,11.3,24.4,False
2024-01-09 23:00:00,METER_001,9.84,22.6,False
2024-01-10 00:00:00,METER_001,14.77,25.7,False
2024-01-10 01:00:00,METER_001,20.6,28.4,False
2024-01-10 02:00:00,METER_001,19.11,27.2,False
2024-01-10 03:00:00,METER_001,16.8,26.5,False
2024-01-10 04:00:00,METER_001,22.46,25.5,False
2024-01-10 05:00:00,METER_001,21.54,29.7,False
2024-01-10 06:00:00,METER_001,22.28,27.6,False
2024-01-10 07:00:00,METER_001,28.82,24.6,False
2024-01-10 08:00:00,METER_001,22.42,30.2,False
2024-01-10 09:00:00,METER_001,21.22,23.7,False
2024-01-10 10:00:00,METER_001,20.5,27.4,False
2024-01-10 11:00:00,METER_001,16.47,27.9,False
2024-01-10 12:00:00,METER_001,15.63,24.4,False
2024-01-10 13:00:00,METER_001,18.21,24.6,False
2024-01-10 14:00:00,METER_001,13.34,24.1,False
2024-01-10 15:00:00,METER_001,11.97,24.3,False
2024-01-10 16:00:00,METER_001,18.45,25.0,False
2024-01-10 17:00:00,METER_001,9.67,28.4,False
2024-01-10 18:00:00,METER_001,12.85,28.8,False
2024-01-10 19:00:00,METER_001,11.72,26.5,False
2024-01-10 20:00:00,METER_001,10.95,26.7,False
2024-01-10 21:00:00,METER_001,12.68,24.5,False
2024-01-10 22:00:00,METER_001,13.8,25.7,False
2024-01-10 23:00:00,METER_001,15.45,25.2,False
2024-01-11 00:00:00,METER_001,16.64,28.2,False
2024-01-11 01:00:00,METER_001,16.81,26.3,False
2024-01-11 02:00:00,METER_001,19.79,27.5,False
2024-01-11 03:00:00,METER_001,22.41,28.1,False
2024-01-11 04:00:00,METER_001,21.46,26.9,False
2024-01-11 05:00:00,METER_001,21.35,24.9,False
2024-01-11 06:00:00,METER_001,23.46,30.2,False
2024-01-11 07:00:00,METER_001,24.31,27.1,False
2024-01-11 08:00:00,METER_001,19.69,31.2,False
2024-01-11 09:00:00,METER_001,22.08,28.8,False
2024-01-11 10:00:00,METER_001,20.51,26.3,False
2024-01-11 11:00:00,METER_001,17.05,30.5,False
2024-01-11 12:00:00,METER_001,17.05,23.5,False
2024-01-11 13:00:00,METER_001,16.61,26.7,False
2024-01-11 14:00:00,METER_001,13.78,26.8,False
2024-01-11 15:00:00,METER_001,11.39,27.9,False
2024-01-11 16:00:00,METER_001,12.19,26.9,False
2024-01-11 17:00:00,METER_001,9.1,30.5,False
2024-01-11 18:00:00,METER_001,9.54,23.8,False
2024-01-11 19:00:00,METER_001,9.48,27.0,False
2024-01-11 20:00:00,METER_001,10.7,26.6,False
2024-01-11 21:00:00,METER_001,12.86,30.1,False
2024-01-11 22:00:00,METER_001,19.09,29.2,False
2024-01-11 23:00:00,METER_001,13.53,26.5,False
2024-01-12 00:00:00,METER_001,15.14,31.1,False
2024-01-12 01:00:00,METER_001,17.06,27.6,False
2024-01-12 02:00:00,METER_001,21.27,25.6,False
2024-01-12 03:00:00,METER_001,23.5,25.5,False
2024-01-12 04:00:00,METER_001,18.24,25.8,False
2024-01-12 05:00:00,METER_001,20.32,25.7,False
2024-01-12 06:00:00,METER_001,21.4,26.5,False
2024-01-12 07:00:00,METER_001,22.6,26.1,False
2024-01-12 08:00:00,METER_001,23.78,20.7,False
2024-01-12 09:00:00,METER_001,22.12,26.4,False
2024-01-12 10:00:00,METER_001,16.96,25.6,False
2024-01-12 11:00:00,METER_001,20.8,28.1,False
2024-01-12 12:00:00,METER_001,16.96,25.3,False
2024-01-12 13:00:00,METER_001,18.01,27.4,False
2024-01-12 14:00:00,METER_001,15.14,31.6,False
2024-01-12 15:00:00,METER_001,14.64,24.8,False
2024-01-12 16:00:00,METER_001,11.75,27.2,False
2024-01-12 17:00:00,METER_001,8.79,27.0,False
2024-01-12 18:00:00,METER_001,10.03,22.9,False
2024-01-12 19:00:00,METER_001,8.8,22.0,False
2024-01-12 20:00:00,METER_001,11.72,27.7,False
2024-01-12 21:00:00,METER_001,13.15,30.5,False
2024-01-12 22:00:00,METER_001,13.87,27.5,False
2024-01-12 23:00:00,METER_001,15.43,22.1,False
2024-01-13 00:00:00,METER_001,17.49,25.7,True
2024-01-13 01:00:00,METER_001,16.86,27.9,True
2024-01-13 02:00:00,METER_001,19.19,29.4,True
2024-01-13 03:00:00,METER_001,17.39,23.4,True
2024-01-13 04:00:00,METER_001,21.46,32.0,True
2024-01-13 05:00:00,METER_001,21.17,26.7,True
2024-01-13 06:00:00,METER_001,22.96,25.8,True
2024-01-13 07:00:00,METER_001,21.85,25.4,True
2024-01-13 08:00:00,METER_001,25.68,24.7,True
2024-01-13 09:00:00,METER_001,22.78,24.3,True
2024-01-13 10:00:00,METER_001,16.48,26.7,True
2024-01-13 11:00:00,METER_001,19.36,28.1,True
2024-01-13 12:00:00,METER_001,17.47,24.8,True
2024-01-13 13:00:00,METER_001,11.73,25.9,True
2024-01-13 14:00:00,METER_001,11.66,27.7,True
2024-01-13 15:00:00,METER_001,11.75,26.5,True
2024-01-13 16:00:00,METER_001,13.39,26.8,True
2024-01-13 17:00:00,METER_001,11.38,26.3,True
2024-01-13 18:00:00,METER_001,9.94,26.6,True
2024-01-13 19:00:00,METER_001,9.78,24.7,True
2024-01-13 20:00:00,METER_001,8.94,28.2,True
2024-01-13 21:00:00,METER_001,12.22,26.9,True
2024-01-13 22:00:00,METER_001,13.11,25.9,True
2024-01-13 23:00:00,METER_001,16.2,28.6,True
2024-01-14 00:00:00,METER_001,15.39,25.7,True
2024-01-14 01:00:00,METER_001,15.88,30.4,True
2024-01-14 02:00:00,METER_001,17.99,28.9,True
2024-01-14 03:00:00,METER_001,21.15,29.9,True
2024-01-14 04:00:00,METER_001,20.45,27.1,True
2024-01-14 05:00:00,METER_001,21.6,28.7,True
2024-01-14 06:00:00,METER_001,24.83,27.1,True
2024-01-14 07:00:00,METER_001,19.48,29.7,True
2024-01-14 08:00:00,METER_001,21.84,25.6,True
2024-01-14 09:00:00,METER_001,23.5,27.4,True
2024-01-14 10:00:00,METER_001,22.02,26.2,True
2024-01-14 11:00:00,METER_001,16.45,24.7,True
2024-01-14 12:00:00,METER_001,19.26,29.6,True
2024-01-14 13:00:00,METER_001,12.36,24.2,True
2024-01-14 14:00:00,METER_001,12.01,26.1,True
2024-01-14 15:00:00,METER_001,11.41,26.1,True
2024-01-14 16:00:00,METER_001,8.71,23.5,True
2024-01-14 17:00:00,METER_001,11.36,27.7,True
2024-01-14 18:00:00,METER_001,10.56,32.1,True
2024-01-14 19:00:00,METER_001,12.28,28.1,True
2024-01-14 20:00:00,METER_001,10.11,28.1,True
2024-01-14 21:00:00,METER_001,11.91,27.8,True
2024-01-14 22:00:00,METER_001,16.72,25.9,True
2024-01-14 23:00:00,METER_001,14.59,29.5,True
2024-01-15 00:00:00,METER_001,16.9,27.7,False
2024-01-15 01:00:00,METER_001,18.36,26.0,False
2024-01-15 02:00:00,METER_001,20.89,27.6,False
2024-01-15 03:00:00,METER_001,18.09,27.4,False
2024-01-15 04:00:00,METER_001,20.72,28.1,False
2024-01-15 05:00:00,METER_001,22.66,27.8,False
2024-01-15 06:00:00,METER_001,22.22,27.0,False
2024-01-15 07:00:00,METER_001,26.53,25.5,False
2024-01-15 08:00:00,METER_001,20.35,31.1,False
2024-01-15 09:00:00,METER_001,22.37,24.8,False
2024-01-15 10:00:00,METER_001,20.74,29.8,False
2024-01-15 11:00:00,METER_001,16.47,26.1,False
2024-01-15 12:00:00,METER_001,15.84,24.3,False
2024-01-15 13:00:00,METER_001,14.56,27.9,False
2024-01-15 14:00:00,METER_001,14.09,25.3,False
2024-01-15 15:00:00,METER_001,15.74,25.8,False
2024-01-15 16:00:00,METER_001,10.6,27.3,False
2024-01-15 17:00:00,METER_001,10.3,27.9,False
2024-01-15 18:00:00,METER_001,12.45,30.6,False
2024-01-15 19:00:00,METER_001,9.37,26.4,False
2024-01-15 20:00:00,METER_001,13.1,31.9,False
2024-01-15 21:00:00,METER_001,12.11,27.3,False
2024-01-15 22:00:00,METER_001,12.61,33.2,False
2024-01-15 23:00:00,METER_001,14.69,25.1,False
2024-01-16 00:00:00,METER_001,19.42,26.6,False
2024-01-16 01:00:00,METER_001,20.09,27.4,False
2024-01-16 02:00:00,METER_001,19.78,29.2,False
2024-01-16 03:00:00,METER_001,20.16,25.9,False
2024-01-16 04:00:00,METER_001,22.0,29.4,False
2024-01-16 05:00:00,METER_001,23.29,23.9,False
2024-01-16 06:00:00,METER_001,24.81,27.6,False
2024-01-16 07:00:00,METER_001,23.1,26.7,False
2024-01-16 08:00:00,METER_001,23.96,26.1,False
2024-01-16 09:00:00,METER_001,21.69,26.0,False
2024-01-16 10:00:00,METER_001,22.6,27.6,False
2024-01-16 11:00:00,METER_001,18.6,26.1,False
2024-01-16 12:00:00,METER_001,18.91,25.1,False
2024-01-16 13:00:00,METER_001,13.57,28.2,False
2024-01-16 14:00:00,METER_001,11.28,31.4,False
2024-01-16 15:00:00,METER_001,15.37,28.3,False
2024-01-16 16:00:00,METER_001,10.73,29.1,False
2024-01-16 17:00:00,METER_001,10.82,26.8,False
2024-01-16 18:00:00,METER_001,11.38,28.8,False
2024-01-16 19:00:00,METER_001,12.38,27.6,False
2024-01-16 20:00:00,METER_001,15.77,25.7,False
2024-01-16 21:00:00,METER_001,14.59,30.7,False
2024-01-16 22:00:00,METER_001,16.26,28.1,False
2024-01-16 23:00:00,METER_001,14.73,27.9,False
2024-01-17 00:00:00,METER_001,17.2,27.3,False
2024-01-17 01:00:00,METER_001,15.8,32.0,False
2024-01-17 02:00:00,METER_001,14.69,26.6,False
2024-01-17 03:00:00,METER_001,22.64,25.8,False
2024-01-17 04:00:00,METER_001,23.06,24.9,False
2024-01-17 05:00:00,METER_001,18.89,24.9,False
2024-01-17 06:00:00,METER_001,23.44,26.2,False
2024-01-17 07:00:00,METER_001,23.65,27.6,False
2024-01-17 08:00:00,METER_001,23.49,27.9,False
2024-01-17 09:00:00,METER_001,22.45,27.1,False
2024-01-17 10:00:00,METER_001,19.03,24.0,False
2024-01-17 11:00:00,METER_001,15.48,31.0,False
2024-01-17 12:00:00,METER_001,16.64,34.6,False
2024-01-17 13:00:00,METER_001,15.62,28.4,False
2024-01-17 14:00:00,METER_001,12.81,26.9,False
2024-01-17 15:00:00,METER_001,12.86,28.9,False
2024-01-17 16:00:00,METER_001,14.91,28.5,False
2024-01-17 17:00:00,METER_001,12.96,29.7,False
2024-01-17 18:00:00,METER_001,11.93,25.5,False
2024-01-17 19:00:00,METER_001,9.56,23.6,False
2024-01-17 20:00:00,METER_001,15.94,27.9,False
2024-01-17 21:00:00,METER_001,14.97,26.5,False
2024-01-17 22:00:00,METER_001,12.58,30.0,False
2024-01-17 23:00:00,METER_001,17.95,27.4,False
2024-01-18 00:00:00,METER_001,23.28,27.5,False
2024-01-18 01:00:00,METER_001,15.0,29.4,False
2024-01-18 02:00:00,METER_001,21.35,27.7,False
2024-01-18 03:00:00,METER_001,19.35,27.1,False
2024-01-18 04:00:00,METER_001,23.52,28.5,False
2024-01-18 05:00:00,METER_001,28.22,28.9,False
2024-01-18 06:00:00,METER_001,20.27,27.6,False
2024-01-18 07:00:00,METER_001,21.82,28.8,False
2024-01-18 08:00:00,METER_001,18.86,24.5,False
2024-01-18 09:00:00,METER_001,22.62,28.6,False
2024-01-18 10:00:00,METER_001,18.89,27.0,False
2024-01-18 11:00:00,METER_001,20.46,29.6,False
2024-01-18 12:00:00,METER_001,17.62,28.8,False
2024-01-18 13:00:00,METER_001,15.21,33.4,False
2024-01-18 14:00:00,METER_001,16.28,29.4,False
2024-01-18 15:00:00,METER_001,13.09,28.5,False
2024-01-18 16:00:00,METER_001,11.45,24.3,False
2024-01-18 17:00:00,METER_001,11.32,27.2,False
2024-01-18 18:00:00,METER_001,10.53,28.6,False
2024-01-18 19:00:00,METER_001,9.96,24.8,False
2024-01-18 20:00:00,METER_001,12.87,25.0,False
2024-01-18 21:00:00,METER_001,12.58,29.5,False
2024-01-18 22:00:00,METER_001,13.68,29.1,False
2024-01-18 23:00:00,METER_001,16.94,29.3,False
2024-01-19 00:00:00,METER_001,18.32,27.7,False
2024-01-19 01:00:00,METER_001,17.95,30.4,False
2024-01-19 02:00:00,METER_001,24.39,27.3,False
2024-01-19 03:00:00,METER_001,23.92,29.9,False
2024-01-19 04:00:00,METER_001,19.35,30.5,False
2024-01-19 05:00:00,METER_001,20.87,26.2,False
2024-01-19 06:00:00,METER_001,23.75,25.7,False
2024-01-19 07:00:00,METER_001,20.09,32.5,False
2024-01-19 08:00:00,METER_001,20.36,27.7,False
2024-01-19 09:00:00,METER_001,20.83,31.4,False
2024-01-19 10:00:00,METER_001,16.49,28.2,False
2024-01-19 11:00:00,METER_001,19.26,24.0,False
2024-01-19 12:00:00,METER_001,15.03,29.2,False
2024-01-19 13:00:00,METER_001,14.35,26.8,False
2024-01-19 14:00:00,METER_001,15.32,29.9,False
2024-01-19 15:00:00,METER_001,13.5,25.3,False
2024-01-19 16:00:00,METER_001,10.69,26.6,False
2024-01-19 17:00:00,METER_001,8.17,32.2,False
2024-01-19 18:00:00,METER_001,12.12,28.8,False
2024-01-19 19:00:00,METER_001,15.54,31.0,False
2024-01-19 20:00:00,METER_001,10.81,29.0,False
2024-01-19 21:00:00,METER_001,10.56,26.2,False
2024-01-19 22:00:00,METER_001,12.33,29.2,False
2024-01-19 23:00:00,METER_001,15.23,27.1,False
2024-01-20 00:00:00,METER_001,16.56,30.4,True
2024-01-20 01:00:00,METER_001,16.28,31.2,True
2024-01-20 02:00:00,METER_001,22.44,30.0,True
2024-01-20 03:00:00,METER_001,20.72,30.6,True
2024-01-20 04:00:00,METER_001,22.29,27.9,True
2024-01-20 05:00:00,METER_001,20.27,28.5,True
2024-01-20 06:00:00,METER_001,21.27,26.4,True
2024-01-20 07:00:00,METER_001,21.24,30.4,True
2024-01-20 08:00:00,METER_001,26.3,27.5,True
2024-01-20 09:00:00,METER_001,16.07,26.8,True
2024-01-20 10:00:00,METER_001,23.82,28.1,True
2024-01-20 11:00:00,METER_001,21.17,26.2,True
2024-01-20 12:00:00,METER_001,17.14,25.8,True
2024-01-20 13:00:00,METER_001,16.42,29.6,True
2024-01-20 14:00:00,METER_001,15.61,27.6,True
2024-01-20 15:00:00,METER_001,11.57,30.5,True
2024-01-20 16:00:00,METER_001,13.72,30.0,True
2024-01-20 17:00:00,METER_001,10.3,25.5,True
2024-01-20 18:00:00,METER_001,13.77,28.3,True
2024-01-20 19:00:00,METER_001,8.39,28.2,True
2024-01-20 20:00:00,METER_001,9.26,28.1,True
2024-01-20 21:00:00,METER_001,12.52,29.0,True
2024-01-20 22:00:00,METER_001,17.34,27.5,True
2024-01-20 23:00:00,METER_001,12.87,26.6,True
2024-01-21 00:00:00,METER_001,17.68,27.4,True
2024-01-21 01:00:00,METER_001,22.14,26.3,True
2024-01-21 02:00:00,METER_001,23.1,27.1,True
2024-01-21 03:00:00,METER_001,23.98,25.8,True
2024-01-21 04:00:00,METER_001,17.95,27.2,True
2024-01-21 05:00:00,METER_001,19.79,28.5,True
2024-01-21 06:00:00,METER_001,22.36,26.5,True
2024-01-21 07:00:00,METER_001,23.75,27.0,True
2024-01-21 08:00:00,METER_001,26.08,28.0,True
2024-01-21 09:00:00,METER_001,21.14,27.8,True
2024-01-21 10:00:00,METER_001,18.71,28.1,True
2024-01-21 11:00:00,METER_001,20.07,27.3,True
2024-01-21 12:00:00,METER_001,15.85,28.6,True
2024-01-21 13:00:00,METER_001,13.66,27.9,True
2024-01-21 14:00:00,METER_001,16.72,30.4,True
2024-01-21 15:00:00,METER_001,9.82,24.6,True
2024-01-21 16:00:00,METER_001,9.4,27.2,True
